id,createdAt,textTranslated.en,rawPredictions,themeIdsReviewed,themeIdsSystem,themeIdsUser,themeIdsSystemFalseNegatives,themeIdsSystemFalsePositives,issueIdsReviewed,issueIdsSystem,issueIdsUser,issueIdsSystemFalseNegatives,issueIdsSystemFalsePositives,sentimentReviewed,sentimentSystem,sentimentUser,sentimentSystemFalseNegatives,sentimentSystemFalsePositives
ee800fb3-6fdc-409e-a978-e781a616afec,2023-09-15T14:58:42.595Z,"Cold don enter my body!🥶 | send me anonymous messages! Untamed saw your post about sugar daddies. I'm a Jos girl, schooling in KD. My test results came in yesterday and I'm HIV positive. The thing is I had sex with a married man in KD, he's popular, you might know him. How do I tell him so he does not infect his wife too? Help me. I'm depressed.",,symptoms-severity,"rfi,conspiracy,case-reporting,stigmatization,symptoms-severity","stigmatization,symptoms-severity",,"rfi,conspiracy,case-reporting,stigmatization",hiv,hiv,,,,negative,negative,,,
c1d06261-f158-4ef1-af00-39fe328101d7,2023-09-15T14:58:45.026Z,You have no AIDS❌ You have no Cancer❌ You have no Diabetes❌ You have no Disability❌ Why don't you tell God thanks🥺🙏💯,,,"rfi,alternative-cures",,,"rfi,alternative-cures",hiv,,hiv,hiv,,positive,positive,,,
3efdad7a-0aac-4295-9e73-9ec30cea6cf6,2023-09-15T14:58:41.783Z,COVID Is Back And It's Deadlier Than Before; Wear Double Face Masks —Nigerian Hospital Memo Reveals | Sahara Reporters https://bit.ly/3qLZyff:=:https://saharareporters.com/2023/08/25/covid-back-and-its-deadlier-wear-double-face-masks-nigerian-hospital-memo-reveals | Photos from Sahara Reporters's post,,"conspiracy,rfi","conspiracy,rfi","conspiracy,rfi",,,covid-19,,covid-19,covid-19,,negative,negative,,,
233498d2-f7ff-427c-98aa-1afc83f94478,2023-09-15T14:58:38.421Z,"People eating animal skin popularly called kpomo are vulnerable to anthrax and other zoonotic ailments. | People eating animal skin popularly called kpomo are vulnerable to anthrax and other zoonotic ailments. Aja Nnadi, a veterinarian and retired professor of | Eating 'Kpomo' Dangerous To Health, Expert Cautions Nigerians – The Whistler Newspaper",,symptoms-severity,"rfi,case-reporting,conspiracy,stigmatization",symptoms-severity,symptoms-severity,"rfi,case-reporting,conspiracy,stigmatization",anthrax,anthrax,,,,negative,negative,,,
bd15b800-2633-428b-81e0-be0f5b716210,2023-09-15T14:58:40.707Z,"He said they did about five tests.. The post is for an HIV patient. | Why not try another hospital 13:29 At least 3 tests and see 11:29� We tested about five times, all showed the same You 13:32 Where do I find her? By God, I don't know.. and I don't suspect her truth. 13:33 The power of God 14:12✓ Then God is a gift 14:12✓",,,"rfi,case-reporting",,,"rfi,case-reporting",hiv,hiv,,,,neutral,neutral,,,
a1ae8e01-76c3-4293-9a31-50bf62a076d1,2023-09-15T14:58:42.307Z,Lady Healed of HIV Testimony🥺🔥 #salvationhub,,"alternative-cures,religious-practices","alternative-cures,rfi,case-reporting,prevention-collective","alternative-cures,religious-practices",religious-practices,"rfi,case-reporting,prevention-collective",hiv,hiv,,,,neutral,positive,neutral,neutral,positive
e8efa9d1-7464-40bf-a55c-0f16780efa38,2023-09-20T21:16:22.769Z,"A herbalist is not a witch doctor. There is nothing demonic about herbalism. Even in heaven, plants are used for healing-Revelations 22:2. Africans should not denounce herbalism because of Islam or Christianity. There is hardly any disease that herbs cannot cure. Read Genesis 1:29. God created man to eat herbs. Most sickness on Earth occurs because we have shifted from this divine diet, to eat all kinds of food that put pressure on our bodies. Herbalism restores the divine balance in your body by resetting you to your factory setting. Prophets in Scripture regular practiced herbalism 2 Kings 4:39. African herbalism is not evil. Embrace it. If you have ever had malaria and took agbo as a remedy, or had psoriasis, eczema, or other skin problems and used ose dudu (AKA dudu osun), you would never call herbalism evil. African herbs are potent. And we should not allow Christianity or Islam to scare us away from our heritage. Our universities should be offering degree courses on traditional African herbalism. There is a reason why our ancestors lived longer and stronger lives than we do. It is because they never ingested chemical pharmacopoeia. They had chewing stick for their oral health and used eti-erin (aloe vera) as an antibacterial while using kaolin for their digestive health. They equally used ewe asunwon (cassia alata, or senna alata) as an antiviral medication. They cured impotence with the dregs of palm oil and by consuming unripe plantains, amongst other things. We should not let these ancient wisdoms die out. Neither should we be ashamed of them. These are African botanicals, and we should be proud of them. I am a follower of Yeshua, and I believe in African herbalism. Come and insult me and I will still believe till I die! #RenosNuggets #FreeLeahSharibu",,"alternative-cures,religious-practices","alternative-cures,stigmatization,rfi,religious-practices,case-reporting,prevention-individual,symptoms-severity,prevention-collective,medical-exploitation,capacity,media-bias,conspiracy,corruption,variants,bioweapon,vaccine-side-effects,vaccine-efficacy","alternative-cures,religious-practices",,"stigmatization,rfi,case-reporting,prevention-individual,symptoms-severity,prevention-collective,medical-exploitation,capacity,media-bias,conspiracy,corruption,variants,bioweapon,vaccine-side-effects,vaccine-efficacy",malaria,malaria,,,,negative,negative,,,
36a037ec-89d7-4fe5-8437-d9b24a696cdb,2023-09-20T21:16:23.723Z,#healthylifestyle #naturalhealing #diabetes #drsebifoodlist #drsebiherbs #drsebicellfood #alkalineeclectic #africanbiomineralbalance #seamossgel #usa #foodismedicine #cellfood #cancer #naturalhealth #electricfood #holistichealing #remedy #hiv #natural #alkalineveganrecipes #naturopathy #minerals #veganrecipes #healthy #healthyfood #alkalineelectric #alkalinerecipes #plantbasedvegan #eattolive #plantbaseddiet There is permanent cure for it contact me on WhatsApp: ‪+234 912 516 1048‬ or my email: doctorphilo070@gmail.com for more info,,alternative-cures,"rfi,alternative-cures,case-reporting",alternative-cures,,"rfi,case-reporting",hiv,,hiv,hiv,,negative,negative,,,
24d0bef7-4e01-4f86-ba6c-4c0e6b0838ad,2023-09-20T21:16:22.663Z,"📜STATEMENT The NCDC’s COVID-19 Technical Working Group is closely monitoring the local, regional, continental, and global epidemiology of #COVID19 including emerging variants. Read our official statement on the new #COVID19 subvariants to stay updated 🔗 https://ncdc.gov.ng/news/493/official-statement-on-the-new-covid-19-subvariants",,"capacity,variants",prevention-collective,"capacity,variants","capacity,variants",prevention-collective,covid-19,covid-19,,,,positive,positive,,,
daaa98f4-72fe-4052-9b32-216b6dd6aa97,2023-09-15T14:58:53.275Z,"Here is Fisabilillahi Help to protect your health and reduce financial losses 1- If you want to treat Dankanoma, Bagaruwa tea or its leaves are enough for you 2- if you want to get rid of malaria, tea of sorghum leaves, lemon leaves, half of Shuwaka leaves, or papaya is enough for you 3- if you want to remove the dirt from the stomach and wash your kidneys (kidneys) with mango leaf powder and lemon or apple 4 if you want to get rid of bad breath mint tea mixed with lemon or Honey 5- if you really want Kuzari without stopping Energy Drinks or male enhancement pills, then chew two Male Nuts, 7 dates and drink coconut water here 6- If you want to treat mosquito bites, get orange peel and onion, you can put them in a sieve and put them in a funnel for a day before you spray them, or you can turn them into powder so that you put them on top of coals and the smoke will rise and all the mosquitoes will die or leave. 7-If you want to treat Hawa blood, Kasha Shayin Garin habbatus Sauda da Citta and Garin Tafarnuwa) reduce your thinking, avoid white sugar in food, drink energy drinks, avoid soda drink, and salt that is not burned in food 8- If you want to treat liver disease Hepatitis, stop sugarcane a lot and eat cucumber 9-If you want to get rid of stress, depression, listen to the recitation of the Quran 10-If you want to treat demons or drive them out of your house or someone else's body, stop drinking traditional tea, and Smoke the leaves of Naana'a, a demon or a demon, no matter how strong they are, they will leave because they don't like the smell of it just like we don't like the smell of bones. Photos from Secret Life's post",,"alternative-cures,religious-practices","alternative-cures,religious-practices,prevention-individual,rfi","alternative-cures,religious-practices",,"prevention-individual,rfi","malaria,hepatitis",malaria,"malaria,hepatitus",hepatitis,,negative,negative,,,
d22796ec-93f0-49ca-8c0e-51094c2c9bba,2023-09-25T14:09:49.737Z,"The Minister of Health, Ummy Mwalimu has asked the executives of the health departments in six regions in the country to use the traditional and religious leaders to facilitate and achieve the activity of providing polio vaccine type 2 that will be held from September 21 to 24 this year.
#AzamTVUpdates #MinistryofHealth #MilaNaDini #Vaccination #Polio #Vaccination",,"religious-practices,vaccine-efficacy","religious-practices,vaccine-efficacy,rfi,alternative-cures,capacity,case-reporting","religious-practices,vaccine-efficacy",,"rfi,alternative-cures,capacity,case-reporting",polio,polio,,,,positive,positive,,,
beb6f9d8-f82a-40a9-b7e5-5d80fbf8b9b6,2023-09-25T14:21:57.615Z,"1st campaign of CHEMOPROPHYLAXIS FOR SEASONAL MALARIA (CPS) Dikodougou Dabakala / Enumeration phase
The RADS (Health Area Managers) of DABAKALA after their training returned to their districts. They in turn relayed the training to local community stakeholders.",,"treatment,capacity","conspiracy,alternative-cures,treatment,prevention-collective","treatment,capacity",capacity,"conspiracy,alternative-cures,prevention-collective",malaria,malaria,,,,positive,positive,,,
d32b0aef-14c2-4b89-b958-c59b4660a8ba,2023-09-25T14:19:53.297Z,"During this period of malaria, boost your immune system with turmeric juice with multiple benefits! The box of 24 costs 9000 and the pack of 6 costs 2500! Delivery at your expense!! Soon two stores will be open (nerwaya cinema and Gounghin Evangelical Church)!!",,alternative-cures,"alternative-cures,conspiracy,prevention-collective,vaccine-side-effects,rfi,religious-practices",alternative-cures,,"conspiracy,prevention-collective,vaccine-side-effects,rfi,religious-practices",malaria,malaria,,,,negative,neutral,negative,negative,neutral
843ae99a-a662-4e30-9ca3-623fc0390c4d,2023-09-25T14:33:02.578Z,"What are the signs of dengue?
#MSDS",,"rfi,symptoms-severity","rfi,alternative-cures","rfi,symptoms-severity",symptoms-severity,alternative-cures,dengue,dengue,,,,neutral,neutral,,,
d942430a-a781-47f8-a886-04805822f5cc,2023-09-20T21:16:26.345Z,HIV Positive Man And Others Rape 14 Years Old Girl | IZIGAN www.itvradiong.com/live:=:https://www.itvradiong.com/live/ www.youtube.com/itvradiong:=:https://www.youtube.com/channel/UCzuiQaDS-LR2Qr3QYcj730w www.facebook.com/itvradiong www.twitter.com/itvradiong:=:https://twitter.com/ITVRADIONG www.instagram.com/itvradiong:=:https://www.instagram.com/itvradiong/ www.tiktok.com/@itvradiong:=:https://www.tiktok.com/@itvradiong | HIV Positive Man And Others Rape 14 Years Old Girl | IZIGAN,,"case-reporting,stigmatization","conspiracy,case-reporting","case-reporting,stigmatization",stigmatization,conspiracy,hiv,,hiv,hiv,,negative,negative,,,
5c09c5a4-4717-4ed4-acad-4c7410ff7e6e,2023-09-20T21:16:27.104Z,This is how our grannies lived and u hardly hear of Malaria or any disease then. Proudly Mada tribe of central Nigeria.📷,,alternative-cures,alternative-cures,,,,malaria,malaria,,,,negative,,negative,negative,
6b6043be-d4fc-4a72-b653-310433c352a6,2023-09-20T21:16:29.519Z,"Nigeria has a problem...😥 | Ruhotanni jumps from the Shiroro region of Niger state, confirming that the Bindinga people have hijacked a plane and burned down a murus this day. that a resident of Ginahyi village across Shiroro told the Imam of Tsalle Daya that the people of Binganga came upon a plane that they have not yet determined who burned it, and they burned the plane immediately and now they are still here and continue to torment your people. In addition, another source confirmed that the bandits have burned a servant of God to death on the way to reach the officials who are working on vaccination against polio food all over Shiroro area.",,corruption,"conspiracy,stigmatization,corruption,case-reporting,vaccine-side-effects,symptoms-severity,vaccine-efficacy,rfi,medical-exploitation,alternative-cures",corruption,,"conspiracy,stigmatization,case-reporting,vaccine-side-effects,symptoms-severity,vaccine-efficacy,rfi,medical-exploitation,alternative-cures",polio,polio,,,,negative,negative,,,
207b22c4-6aa0-414a-9357-5267dbfd3707,2023-09-20T21:09:40.098Z,"Take a good care of yourself, maintain personal hygiene and go for check up immediately you feel any symptoms in other to be on a safer side .. JOIN our community How to join the community? 1 Join this by following @oriane_herbal_remedies DM if you are scared and do not know where to start . Don't forget to share. Treat yourself from diseases before it gets too late. Come to me for your herbal medications for herpes and other related problems . . I am Dr Oriane and i have helped so many with my herbal cure, your case can not be an exception as long is sickness. I have herbal remedies for your problems Contact me for a herbal medication for any kinds of diseases and ailments and say bye bye to your health problem with my herbal cure. . . . My herbal medications prevent and cure Cancer, Diabetes, High-Blood Pressure, Kidney Diseases, Prostate, Gall Stone, Myoma, Cyst, Paralysis, Stroke, Leukemia, Dengue, Anemia, Primary Complex, Gout, Arthritis, Migraine, Sleep Disorder, Dysmenorrhea , Goiter, Heart Problem, Hepatitis, Psoriasis, Vertigo, Low Sperm Count, Sexual Impotence and other serious disease. :: #cancersucks #cancerfighter #cancersurvivor #cancerwarrior #SolidarityShave #EmpathylnAction #CompassionateBarbers #CourageousWoman #ChemoJourney #StrengthandSupport #BeautifulActs #PowerofUnity #EmotionalBattle #TearsOfinspiration #HeartwarmingMoment #HairLossAwareness #ShavedHeadsUnite #StandingTogether #strongertogether #HumanKindness #NotAlonelnThis #BarbersWithHearts #transformativeexperience #alkalinediet #dickgregory #drrobertmorse #arnoldehret #heathyfood #diabetestype2 #vegetarianrecipes | How to Heal Herpes! erpes! from (Herpes Simplex Virus-2, HSV-2)",,"alternative-cures,prevention-individual","alternative-cures,rfi,case-reporting","alternative-cures,prevention-individual",prevention-individual,"rfi,case-reporting","dengue,herpes,hepatitis","dengue,herpes","dengue,herpes,hepatitis",hepatitis,,negative,negative,,,
6c42c146-0ad2-44ad-8392-f1725f6dd206,2023-09-27T05:25:10.472Z,"The suspected cases at Yobe and Kano alone is more than this you reported 😂
No shade though… this is my work.",,case-reporting,"conspiracy,case-reporting",case-reporting,,conspiracy,diphtheria,,diphtheria,diphtheria,,negative,negative,,,
2edbe947-b30e-453f-8f05-7650b722f527,2023-09-20T21:09:38.197Z,"Mpox is a disease found in wild animals like squirrels, rats, mice, and monkeys that can spread to people. Once infected with mpox, it can spread from person to person. Mpox is treatable and usually goes away on its own after two-four weeks. Still, it can be severe, causing even death, especially for children, pregnant women, and those with other health conditions. What else would you like to know about Mpox?",,"rfi,prevention-individual,treatment",rfi,"rfi,prevention-individual,treatment","prevention-individual,treatment",,mpox,mpox,,,,neutral,neutral,,,
b15dd42d-b2c3-47a8-a7fa-d4329027bcd8,2023-09-20T21:09:33.781Z,"Late Hajiya Fatima Lolo, the woman who brought Nupe music to national and international recognition. She was a delight to watch and she no doubt brought beauty and glamour into Nupe music with her unprecedented performances at myriad of national and international festivals. Some of this include: 1. Kaduna Durbar and Festac 77 2.dancing in standing in the top of horse which attracted Queen Elizabeth of London to invited her to London, also the memory of her amazing outing at the Institute of African Studies, University of Ibadan is still lingers on. She was succeeded by her supportive lieutenants e.g: Hajiya Nnadzwa Ebwa, Hajiya Halima Bida, Hajiya Kulu Lafiagi, Hajiya Nnasha Ewonko, Hajiya Nnasha Emigubagi, Hajiya Kulu Kuchi and Fatima Raba. The men's are: Alhaji Sheshi Emigubagi, Ndayisa Kusomunu and Ndanuwan Kpandaragi. Recent experience in HIV/ AIDS awareness campaign revels that Nupe Angale music is a viable tool for mobilizing people for change in attitude, knowledge and practices. This was demonstrated with Nma Gongoni and Umaru Lanle's group during an HIV/AIDS entertainment- education experiment in Bida. The result of such effort was mass awareness from 83.4 /% lack of knowledge of HIV/AIDS in pre- intervention assessment in 1998 to 100% awarenes and knowledge of the disease in post- intervention assessment in the year 2000 (Yahaya, 2000). Source: The Nupe People of Nigeria by Mohammed Kuta Yahaya(pdf). | Photos from Indigenous  Nupe People Worldwide's post",,rfi,case-reporting,"rfi,capacity",rfi,case-reporting,hiv,,hiv,hiv,,positive,positive,,,
87e1b97c-5ce9-4416-8552-d51129bf8df3,2023-09-20T21:09:34.550Z,"THE REVOLUTION OF THE NIGER KINGDOM: To My Brothers and Sisters in the North By Abubakar Shehu Dokoki Since the beginning of talk of ECOWAS will attack the country of Niger, nothing has been talked about as much as this issue, especially here in the Northern region, this has originated because of the good relationship, and the religious love between us and the people of Niger, because this thing helped a lot to unite the people of the North. I mean, no matter what faith a person is, you will see everyone praying for God to bring us peace, and God to remove all attempts of this war (we will continue to pray because it is the solution). Of course, God is the one who hears the pleas of his servants, always, that is Ar-Rahman, the king of mercy and compassion. With God's grace, nothing will happen, because God is the one who brings us relief in every situation. He is the God who saved our lives during the Ebola epidemic, he saved the lives of many of us during the ""lassa fever"" treatment. He also fed his slaves during the currency exchange crisis! God is the Lord who brings ease to His servants in every situation. Nothing will happen between us and Niger, no fight, no war! The Lord who gave us protection during these problems will give us protection and a solution to this matter. There is no war between us and Niger, God willing. | Photos from Rariya's post",,religious-practices,"rfi,case-reporting,treatment,bioweapon,vaccine-efficacy,prevention-individual,symptoms-severity,vaccine-side-effects,capacity,religious-practices",religious-practices,,"rfi,case-reporting,treatment,bioweapon,vaccine-efficacy,prevention-individual,symptoms-severity,vaccine-side-effects,capacity","lassa,ebola","lassa,ebola",,,,negative,neutral,negative,negative,neutral
3daa44d0-7e95-48b7-b93a-9f35c8313e49,2023-09-27T10:31:00.776Z,Diphteria was made up,,conspiracy,"media-bias,conspiracy,stigmatization,alternative-cures,treatment",conspiracy,,"media-bias,stigmatization,alternative-cures,treatment",diphtheria,diphtheria,,,,negative,negative,,,
fd1364bf-ed80-4b22-ab73-5e95c5cd46ab,2023-09-27T10:33:35.055Z,COVID-19 cases are a hoax,,conspiracy,media-bias,conspiracy,conspiracy,media-bias,covid-19,covid-19,,,,negative,negative,,,
79e6ea25-3296-49b8-b640-7a3b82ac1276,2023-09-28T04:04:33.293Z,"Former Vice President Atiku Abubakar has decried the outbreak of diphtheria, a dangerous bacterial disease, in parts of the country.

The presidential candidate of the Peoples Democratic Party, PDP, in the 2023 general elections reacted to the outbreak of diphtheria in the country in a post on his official X handle on Tuesday.

The National Centre for Disease Control, NCDC, had stated that it had recorded 453 deaths from 7,202 confirmed cases of diphtheria in 105 local government areas across 18 states in the country and the Federal Capital Territory, FCT.

Reacting, Atiku said, ”My heart goes out to the families and parents of the victims of this dreaded disease.

”I urge the Federal and the State Ministries of Health and Social Welfare, the NCDC, the primary healthcare authorities, and all relevant agencies to step up action to curtail the spread of this disease, which is quickly becoming an epidemic.”",,case-reporting,"rfi,case-reporting,alternative-cures,capacity,symptoms-severity,prevention-collective,stigmatization",case-reporting,,"rfi,alternative-cures,capacity,symptoms-severity,prevention-collective,stigmatization",diphtheria,diphtheria,,,,neutral,negative,neutral,neutral,negative
54dc01ca-4841-4752-b984-7b90199f456c,2023-09-27T10:30:35.855Z,"COVID-19 vaccine is not effective
",,vaccine-efficacy,"vaccine-side-effects,conspiracy,alternative-cures",vaccine-efficacy,vaccine-efficacy,"vaccine-side-effects,conspiracy,alternative-cures",covid-19,covid-19,,,,negative,negative,,,
04bf286c-a427-4c24-9f09-d60304233262,2023-09-27T10:13:01.181Z,Ongoing rumour on WhatsApp platforms suggesting HPV vaccine will affect productivity in females ,,"vaccine-side-effects,stigmatization","vaccine-side-effects,alternative-cures,conspiracy,vaccine-efficacy,case-reporting,media-bias","vaccine-side-effects,stigmatization",stigmatization,"alternative-cures,conspiracy,vaccine-efficacy,case-reporting,media-bias",hpv,hpv,,,,negative,negative,,,
9d45157c-90a6-495e-b826-d37e34319c98,2023-09-27T10:11:33.030Z,The covid vaccine was ineffective and cov is a hoax,,"conspiracy,vaccine-efficacy","vaccine-side-effects,conspiracy,media-bias","conspiracy,vaccine-efficacy",vaccine-efficacy,"vaccine-side-effects,media-bias",covid-19,covid-19,,,,negative,negative,,,
5c899b52-67c8-4f34-bf7f-0b5798639fe9,2023-09-27T09:27:42.108Z,HPV vaccine will cause depopulation ,,vaccine-efficacy,"vaccine-side-effects,conspiracy,vaccine-efficacy,alternative-cures",vaccine-efficacy,,"vaccine-side-effects,conspiracy,alternative-cures",hpv,hpv,,,,negative,negative,,,
935f434c-143e-421d-aef1-7ff15bb4edb3,2023-09-30T15:50:31.854Z,"That was before the politicians hijacked the Science and the scientific community. Now big pharma calls the shot .It is now not about people, but about maximizing profit regardless of human suffering!",,corruption,"conspiracy,treatment,corruption",corruption,,"conspiracy,treatment",,,,,,negative,negative,,,
0e799ea0-e30f-4fc3-8c83-b108d9a35f30,2023-09-15T14:58:52.293Z,"FEDERAL MINISTRY OF HUMANITARIAN AFFAIRS AND POVERTY ALLEVIATION Date: 22nd August, 2023 PRESS RELEASE UNICEF TO COMMIT 270M USD TO INTEGRATE HUMANITARIAN RESPONSE AND EMERGENCIES IN NIGERIA The UNITED NATIONS CHILDREN’S FUND (UNICEF) has assured the Honourable Minister of Humanitarian Affairs and Poverty Alleviation, Dr Betta Edu, of their commitment to support the Humanitarian Response and Poverty Alleviation with 270M USD. They said this when the Country Representative of UNICEF, Christian Mundate, lead the Chief of Health & HIV/AIDS, Eduardo Celades, to the Honourable Minister in her office in Abuja. The UNICEF Chief also assured the Honourable Minister of technical support to build capacity of the Ministry’s staff as well as support the development of a Humanitarian Response Protocol for Nigeria to guide all Humanitarian Actors as this will facilitate effective coordination. In addition, they will support the establishment of a National Humanitarian Situation Room or Humanitarian Emergency Operation Centre (H-EOC) to monitor, mitigate and prevent Humanitarian Emergencies and build resilience in the system. Responding, the Honourable Minister, Dr. Betta Edu, informed the delegation that the Federal Government of Bola Ahmed Tinubu, GCFR, is committed to lifting 133 Million poor Nigerians out of poverty in a phased approach; especially, the 71 Million extremely poor Nigerians who leave under one dollar ninety-five cents a day. She charged UNICEF to also draw up plans towards supporting the FG on poverty alleviation. ”Time is of essence and we need to run at the speed of light to roll out social programs that will bring relieve to the burdens of the poor. Nigerians are eagerly waiting for full implementation of the renewed hope agenda, the time for intense action is now”. While she assured them of the commitment to transparency and accountability in all the processes of the Ministry, she told them that the engagement with partners like UNICEF Nigeria will continue until Government achieves its target. Rhoda Ishaku Iliya Deputy Director Information | Photos from Fed Min of Humanitarian Affairs, Disaster Management and Social Development's post",,capacity,"treatment,rfi,bioweapon","treatment,capacity",capacity,"treatment,rfi,bioweapon",hiv,,hiv,hiv,,positive,positive,,,
0018ce60-d0cf-4429-885b-3073821fcd6e,2023-09-15T14:58:50.758Z,"Actually, the term “toilet infection” or “toilet disease” is non-medical. It is a layman’s word to describe the burning sensation, itching and foul smelling discharges associated with vulvovaginitis. It is termed “toilet infection” because people believe it originates from the use of dirty toilets but this is not true. What is called “Toilet infection” is actually VULVAVAGINITIS; and it presents in different forms including, candidiasis, trichomoniasis, bacteria vaginitis, gonorrhea, clamydia, childbirth allergic reactions, viruses like HPV etc Don't blame the toilet! The key culprits are pH imbalance, reduced estrogen levels after menopause and habits like having multiple sex partners or not using condoms, improper washing or wearing of damp underwear etc Let's shift our focus to healthier practices for a happier, more comfortable life. Good morning friends! 🌟 #VaginaHealth #HealthyHabits #WellnessJourney #askpharmedward | ‎'‎1-1 Lefure knhing thatDirng ل ២ Ask Pharm. Edward @AskPharmEdwarc There is nothing like Toilet infection! R FOLLOW Ask Pharm. kPharm.Edward Edward‎'‎",,"symptoms-severity,prevention-individual","rfi,case-reporting","symptoms-severity,prevention-individual","symptoms-severity,prevention-individual","rfi,case-reporting","trichomoniasis,gonorrhea,hpv,chlamydia","trichomoniasis,gonorrhea,hpv","trichomoniasis,gonorrhea,hpv,chlamydia",chlamydia,,positive,positive,,,
f8ad699e-5405-4473-b0e2-ff72536cd0eb,2023-09-15T14:58:49.268Z,"Good evening sir pls post for me and hid my identity I really need advice my mother has been sick for Somthing only to later find out she is hiv positive so the hospital give her some drugs,so my boss where I work has been asking me what kind of sickness is wrong with my mother, which lied she has cancer,I am thire cook I cook for them and take care of their children,my family has told me I should not tell them that Dey will sack me You know the way all this big men behave I have to tell me boss is cancer which he told me last night that when I get home I should send him the drugs my mother use so he can at list help me get it I dnt know what to do the man and his wife has been a nice person to me he asked what kind of cancer I told him cancer of the lung which he was asking if my mother smoke I said no pls I am confused I dnt know which drugs to send to him",,"treatment,stigmatization,symptoms-severity","rfi,treatment,stigmatization,case-reporting,media-bias,conspiracy,symptoms-severity,capacity,medical-exploitation,variants,corruption,alternative-cures,bioweapon","treatment,stigmatization,symptoms-severity",,"rfi,case-reporting,media-bias,conspiracy,capacity,medical-exploitation,variants,corruption,alternative-cures,bioweapon",hiv,hiv,,,,negative,negative,,,
e63ad161-fcb3-46b4-98f1-75e6e0872975,2023-09-20T21:16:25.184Z,"Today, we honor the remarkable Nurse Justina Ejelonu, whose bravery and sacrifice on the frontlines of the Ebola epidemic remains etched in our hearts even after 9 years since her passing. As we remember her, it is essential to delve deeper into her story, for Justina was not merely a casualty of the virus, but a pregnant woman whose dreams of motherhood were tragically cut short. Born and raised in the vibrant community of Onicha, Ezinihitte Mbaise in Imo State, Justina Ejelonu embodied the spirit of resilience and dedication that defines healthcare professionals. Her selflessness knew no bounds, for despite the risks and dangers posed by this deadly virus, Justina relentlessly cared for those afflicted by it. And in doing so, she became a symbol of hope amidst the darkness that encompassed her. In her last moments, Justina fought valiantly to protect both her own life and that of her unborn child. Her courage and unwavering commitment to her duty were unparalleled, as she fearlessly confronted a formidable opponent, battling for the lives of others even as her own hung in the balance. But let us not forget that Justina Ejelonu was not alone in her sacrifice. Mrs. Evelyn Uko, a dedicated ward maid, also succumbed to the perils of Ebola in the line of duty. Their shared fate serves as a poignant reminder of the countless unsung heroes who lay down their lives each day to preserve the well-being of others. In commemorating Justina Ejelonu, we must also acknowledge the extraordinary Dr. Stella Adadevoh, who played a pivotal role in identifying and containing the Ebola outbreak in Nigeria. Dr. Adadevoh's unwavering determination and astute medical expertise were instrumental in safeguarding countless lives and her tragic demise serves as a stark reminder of the fragility that healthcare professionals face when standing against the dangers that plague our world. Let us strive to ensure that the memory of Nurse Justina Ejelonu, along with the countless healthcare workers who have sacrificed their lives for the greater good, remains alive within our collective consciousness. Through recognizing their immeasurable contributions and deepening our understanding of their stories, we can honor their legacies and inspire a future where such sacrifices are no longer necessary. May their selflessness and courage continue to guide us towards building a healthier, more compassionate world for all.",,"capacity,case-reporting","capacity,bioweapon,case-reporting,rfi,prevention-individual,symptoms-severity,prevention-collective","capacity,case-reporting",,"bioweapon,rfi,prevention-individual,symptoms-severity,prevention-collective",ebola,ebola,,,,positive,positive,,,
60f550cb-ee9e-4996-a927-da585d6b7e1c,2023-09-25T14:05:33.784Z,"Vaccine refusals are increasing | The polio vaccination campaign is a difficult mission. Vaccinators and community workers faced hostility from certain targets.

Work hard. A fokontany chief from an upscale neighborhood in the city of Antananarivo convened a household during the week of the polio vaccination campaign, which took place from September 5 to 8. “He raised his voice against our agents. He denigrated them and castigated this vaccination campaign. He said, among other things, that he does not receive a free dose of vaccine. I summoned him to call him to order,” said this president of fokontany yesterday. Several residents of this fokontany slammed the door in the face of the vaccinators, who were going door to door to immunize everyone against polio. “The health workers no longer returned to these houses where there were refusals, during the sweeps, to avoid tensions,” he continues. Not all targets, newborns, children, young people and adults, are reached, according to the confidences of some health workers and community workers in the Analamanga region. “The number of people vaccinated in our sector has decreased compared to the previous campaign. The targets are increasingly suspicious of this repetitive vaccination,” confides a doctor. Others have a coverage rate above 100%, but these would not be the main targets which have completed this vaccination coverage.",,vaccine-efficacy,"stigmatization,case-reporting,vaccine-efficacy,rfi,capacity,symptoms-severity,treatment,vaccine-side-effects,bioweapon,conspiracy",vaccine-efficacy,,"stigmatization,case-reporting,rfi,capacity,symptoms-severity,treatment,vaccine-side-effects,bioweapon,conspiracy",polio,polio,,,,negative,negative,,,
e8d90925-9206-4f9f-b124-aea3192143e8,2023-09-25T14:24:11.587Z,"POWERFUL APHRODISIAC AND MALARIA TREATER
This tip that I am showing you seems trivial but try it and you will be very satisfied.
A sachet of nescafe
A sugar cube
A juicy lime
A glass of hot water.
If your child or you yourself suffer from malaria, fever or if you want to play a game with Madam.
Put nescafe in hot water, squeeze all the lemon inside and add a cube of sugar mix everything and drink the patient will be cured inchallah the same day.
To play the match do so 15 minutes before the match.
If you feel that you have found relief from malaria and fever, go to the hospital afterwards to continue the treatment itself or drink an infusion of artemissia.
Treatment for malaria is temporary.
For children reduce the dose to 1/4 glass.
MY GRANDFATHER’S TRICKS",,alternative-cures,"bioweapon,treatment",alternative-cures,alternative-cures,"bioweapon,treatment",malaria,malaria,,,,negative,negative,,,
